factura_numero,fecha_venta,local_codigo,total_bruto,total_impuestos,total_neto,comprobante,hora_transaccion
16882,2025-07-30,L001,442.48,40.23,402.25,BE-16882,12:10:38
16883,2025-07-30,L001,34.44,3.13,31.31,BE-16883,10:29:32
16884,2025-07-30,L003,517.46,47.04,470.42,BE-16884,20:05:10
16885,2025-07-30,L003,190.29,17.30,172.99,BE-16885,10:35:10
16886,2025-07-30,L003,68.71,6.25,62.46,BE-16886,13:54:38
16887,2025-07-30,L003,403.25,36.66,366.59,BE-16887,11:27:30
16888,2025-07-30,L003,404.88,36.81,368.07,BE-16888,15:45:41
16889,2025-07-31,L001,128.38,11.67,116.71,BE-16889,12:20:25
16890,2025-07-31,L001,395.49,35.95,359.54,BE-16890,14:35:20
16891,2025-07-31,L001,58.55,5.32,53.23,BE-16891,19:36:21
16892,2025-07-31,L001,403.18,36.65,366.53,BE-16892,10:24:52
16893,2025-07-31,L001,431.09,39.19,391.90,BE-16893,10:14:42
16894,2025-07-31,L003,323.79,29.44,294.35,BE-16894,13:43:18
16895,2025-08-01,L002,303.95,27.63,276.32,BE-16895,10:24:46
16896,2025-08-01,L002,519.06,47.19,471.87,BE-16896,13:14:55
16897,2025-08-01,L002,111.02,10.09,100.93,BE-16897,12:02:20
16898,2025-08-01,L002,327.05,29.73,297.32,BE-16898,19:23:33
16899,2025-08-01,L002,131.32,11.94,119.38,BE-16899,12:36:05
16900,2025-08-02,L001,288.24,26.20,262.04,BE-16900,11:54:28
16901,2025-08-02,L001,157.60,14.33,143.27,BE-16901,20:24:25
16902,2025-08-02,L001,159.99,14.54,145.45,BE-16902,10:43:57
16903,2025-08-02,L001,408.37,37.12,371.25,BE-16903,12:51:28
16904,2025-08-02,L002,430.07,39.10,390.97,BE-16904,10:17:46
16905,2025-08-02,L002,426.21,38.75,387.46,BE-16905,19:24:01
16906,2025-08-02,L003,57.65,5.24,52.41,BE-16906,18:13:47
16907,2025-08-02,L003,301.94,27.45,274.49,BE-16907,20:13:12
16908,2025-08-02,L003,547.53,49.78,497.75,BE-16908,15:33:17
16909,2025-08-02,L003,412.17,37.47,374.70,BE-16909,13:08:36
16910,2025-08-02,L003,341.50,31.05,310.45,BE-16910,21:58:38
16911,2025-08-03,L002,28.87,2.62,26.25,BE-16911,17:57:16
16912,2025-08-03,L002,236.82,21.53,215.29,BE-16912,11:02:13
16913,2025-08-03,L002,434.80,39.53,395.27,BE-16913,15:59:58
16914,2025-08-03,L002,212.66,19.33,193.33,BE-16914,21:15:10
16915,2025-08-03,L003,371.78,33.80,337.98,BE-16915,15:06:54
16916,2025-08-03,L003,37.18,3.38,33.80,BE-16916,21:44:47
16917,2025-08-03,L003,136.88,12.44,124.44,BE-16917,16:06:28
16918,2025-08-03,L003,337.27,30.66,306.61,BE-16918,21:37:04
16919,2025-08-03,L003,438.76,39.89,398.87,BE-16919,18:47:57
16920,2025-08-04,L001,84.68,7.70,76.98,BE-16920,11:09:47
16921,2025-08-04,L001,30.59,2.78,27.81,BE-16921,16:32:26
16922,2025-08-04,L001,310.05,28.19,281.86,BE-16922,15:41:41
16923,2025-08-04,L002,341.31,31.03,310.28,BE-16923,19:47:08
16924,2025-08-04,L003,388.09,35.28,352.81,BE-16924,14:08:47
16925,2025-08-04,L003,235.09,21.37,213.72,BE-16925,14:47:32
16926,2025-08-04,L003,160.73,14.61,146.12,BE-16926,14:50:59
16927,2025-08-04,L003,33.51,3.05,30.46,BE-16927,15:02:43
16928,2025-08-04,L003,408.12,37.10,371.02,BE-16928,20:21:31
16929,2025-08-05,L001,321.41,29.22,292.19,BE-16929,10:25:07
16930,2025-08-05,L001,25.56,2.32,23.24,BE-16930,19:38:23
16931,2025-08-05,L002,519.13,47.19,471.94,BE-16931,10:55:21
16932,2025-08-05,L002,108.61,9.87,98.74,BE-16932,10:47:20
16933,2025-08-05,L002,434.81,39.53,395.28,BE-16933,16:43:26
16934,2025-08-05,L002,402.85,36.62,366.23,BE-16934,13:46:55
16935,2025-08-05,L002,478.37,43.49,434.88,BE-16935,16:34:10
16936,2025-08-05,L003,300.31,27.30,273.01,BE-16936,15:48:12
16937,2025-08-05,L003,224.34,20.39,203.95,BE-16937,13:08:52
16938,2025-08-05,L003,65.88,5.99,59.89,BE-16938,15:57:11
16939,2025-08-05,L003,199.71,18.16,181.55,BE-16939,15:23:01
16940,2025-08-05,L003,251.06,22.82,228.24,BE-16940,14:27:58
16941,2025-08-06,L001,118.11,10.74,107.37,BE-16941,21:04:10
16942,2025-08-06,L001,390.77,35.52,355.25,BE-16942,19:50:11
16943,2025-08-06,L001,112.19,10.20,101.99,BE-16943,16:40:47
16944,2025-08-06,L001,326.65,29.70,296.95,BE-16944,19:27:17
16945,2025-08-06,L001,201.28,18.30,182.98,BE-16945,16:38:33
16946,2025-08-06,L002,416.23,37.84,378.39,BE-16946,11:39:15
16947,2025-08-06,L002,171.25,15.57,155.68,BE-16947,12:17:03
16948,2025-08-06,L002,197.13,17.92,179.21,BE-16948,20:14:05
16949,2025-08-06,L002,220.84,20.08,200.76,BE-16949,10:01:23
16950,2025-08-06,L003,261.40,23.76,237.64,BE-16950,19:30:19
16951,2025-08-06,L003,377.31,34.30,343.01,BE-16951,14:04:56
16952,2025-08-06,L003,50.73,4.61,46.12,BE-16952,17:14:54
16953,2025-08-06,L003,117.72,10.70,107.02,BE-16953,20:42:34
16954,2025-08-06,L003,261.35,23.76,237.59,BE-16954,16:47:12
16955,2025-08-07,L001,63.33,5.76,57.57,BE-16955,14:11:24
16956,2025-08-07,L002,267.42,24.31,243.11,BE-16956,20:02:09
16957,2025-08-07,L002,92.43,8.40,84.03,BE-16957,21:24:13
16958,2025-08-07,L002,402.28,36.57,365.71,BE-16958,11:03:08
16959,2025-08-07,L003,408.47,37.13,371.34,BE-16959,21:27:30
16960,2025-08-07,L003,277.61,25.24,252.37,BE-16960,11:48:30
16961,2025-08-08,L001,243.41,22.13,221.28,BE-16961,13:05:17
16962,2025-08-08,L001,104.65,9.51,95.14,BE-16962,12:29:41
16963,2025-08-08,L001,99.64,9.06,90.58,BE-16963,17:11:52
16964,2025-08-08,L001,267.27,24.30,242.97,BE-16964,13:53:06
16965,2025-08-08,L002,25.49,2.32,23.17,BE-16965,16:05:25
16966,2025-08-08,L002,435.19,39.56,395.63,BE-16966,21:27:22
16967,2025-08-08,L002,342.49,31.14,311.35,BE-16967,19:32:34
16968,2025-08-09,L001,330.15,30.01,300.14,BE-16968,16:20:40
16969,2025-08-09,L001,77.46,7.04,70.42,BE-16969,18:31:55
16970,2025-08-09,L001,427.61,38.87,388.74,BE-16970,20:11:59
16971,2025-08-09,L001,215.04,19.55,195.49,BE-16971,18:43:55
16972,2025-08-09,L001,459.61,41.78,417.83,BE-16972,19:38:07
16973,2025-08-09,L002,278.09,25.28,252.81,BE-16973,17:01:24
16974,2025-08-09,L003,451.47,41.04,410.43,BE-16974,10:13:14
16975,2025-08-09,L003,392.04,35.64,356.40,BE-16975,19:14:11
16976,2025-08-10,L002,525.22,47.75,477.47,BE-16976,13:52:09
16977,2025-08-10,L002,382.37,34.76,347.61,BE-16977,13:32:54
16978,2025-08-10,L002,291.05,26.46,264.59,BE-16978,14:15:22
16979,2025-08-10,L002,270.46,24.59,245.87,BE-16979,15:56:10
16980,2025-08-10,L003,458.73,41.70,417.03,BE-16980,11:15:09
16981,2025-08-10,L003,170.14,15.47,154.67,BE-16981,20:30:57
16982,2025-08-10,L003,105.95,9.63,96.32,BE-16982,20:41:11
16983,2025-08-10,L003,82.98,7.54,75.44,BE-16983,12:13:45
16984,2025-08-10,L003,197.10,17.92,179.18,BE-16984,13:44:35
16985,2025-08-11,L001,284.48,25.86,258.62,BE-16985,13:01:47
16986,2025-08-11,L001,548.55,49.87,498.68,BE-16986,15:35:52
16987,2025-08-11,L001,291.21,26.47,264.74,BE-16987,18:59:37
16988,2025-08-11,L002,145.61,13.24,132.37,BE-16988,17:10:42
16989,2025-08-11,L003,186.24,16.93,169.31,BE-16989,12:53:54
16990,2025-08-11,L003,381.94,34.72,347.22,BE-16990,10:46:48
16991,2025-08-11,L003,210.30,19.12,191.18,BE-16991,21:28:58
16992,2025-08-11,L003,293.49,26.68,266.81,BE-16992,20:09:57
16993,2025-08-11,L003,172.38,15.67,156.71,BE-16993,20:17:37
16994,2025-08-12,L001,172.00,15.64,156.36,BE-16994,21:12:44
16995,2025-08-12,L001,233.44,21.22,212.22,BE-16995,18:30:14
16996,2025-08-12,L001,154.33,14.03,140.30,BE-16996,12:13:59
16997,2025-08-12,L001,187.01,17.00,170.01,BE-16997,13:13:03
16998,2025-08-12,L002,334.59,30.42,304.17,BE-16998,17:39:27
16999,2025-08-12,L002,340.98,31.00,309.98,BE-16999,10:24:10
17000,2025-08-13,L001,436.03,39.64,396.39,BE-17000,14:34:12
17001,2025-08-13,L001,416.79,37.89,378.90,BE-17001,10:31:11
17002,2025-08-13,L002,266.73,24.25,242.48,BE-17002,16:03:46
17003,2025-08-13,L002,449.11,40.83,408.28,BE-17003,19:53:08
17004,2025-08-13,L002,485.29,44.12,441.17,BE-17004,13:57:14
17005,2025-08-13,L003,492.72,44.79,447.93,BE-17005,17:21:20
17006,2025-08-13,L003,410.23,37.29,372.94,BE-17006,13:49:04
17007,2025-08-13,L003,479.56,43.60,435.96,BE-17007,13:49:16
17008,2025-08-13,L003,208.34,18.94,189.40,BE-17008,18:39:31
17009,2025-08-14,L001,190.99,17.36,173.63,BE-17009,11:13:46
17010,2025-08-14,L001,421.11,38.28,382.83,BE-17010,17:00:22
17011,2025-08-14,L001,344.87,31.35,313.52,BE-17011,15:03:53
17012,2025-08-14,L001,245.40,22.31,223.09,BE-17012,11:29:56
17013,2025-08-14,L001,502.66,45.70,456.96,BE-17013,19:20:36
17014,2025-08-14,L002,174.76,15.89,158.87,BE-17014,18:28:50
17015,2025-08-14,L002,318.67,28.97,289.70,BE-17015,20:41:31
17016,2025-08-14,L002,340.24,30.93,309.31,BE-17016,19:17:43
17017,2025-08-14,L002,252.38,22.94,229.44,BE-17017,21:47:27
17018,2025-08-14,L003,270.78,24.62,246.16,BE-17018,13:46:37
17019,2025-08-15,L002,157.59,14.33,143.26,BE-17019,10:54:11
17020,2025-08-15,L002,25.44,2.31,23.13,BE-17020,15:21:22
17021,2025-08-15,L002,518.00,47.09,470.91,BE-17021,18:56:12
17022,2025-08-16,L002,162.25,14.75,147.50,BE-17022,17:59:45
17023,2025-08-16,L002,147.03,13.37,133.66,BE-17023,12:55:41
17024,2025-08-16,L002,503.00,45.73,457.27,BE-17024,15:13:35
17025,2025-08-17,L002,524.36,47.67,476.69,BE-17025,15:14:28
17026,2025-08-17,L002,132.58,12.05,120.53,BE-17026,11:10:00
17027,2025-08-17,L002,132.30,12.03,120.27,BE-17027,21:16:13
17028,2025-08-17,L002,156.66,14.24,142.42,BE-17028,20:32:22
17029,2025-08-17,L002,106.44,9.68,96.76,BE-17029,20:18:26
17030,2025-08-17,L003,127.22,11.57,115.65,BE-17030,11:59:10
17031,2025-08-17,L003,324.08,29.46,294.62,BE-17031,16:23:20
17032,2025-08-17,L003,334.65,30.42,304.23,BE-17032,14:40:34
17033,2025-08-17,L003,226.28,20.57,205.71,BE-17033,20:54:36
17034,2025-08-18,L001,277.05,25.19,251.86,BE-17034,13:05:20
17035,2025-08-18,L001,40.10,3.65,36.45,BE-17035,18:21:20
17036,2025-08-18,L001,509.67,46.33,463.34,BE-17036,17:01:53
17037,2025-08-18,L001,259.27,23.57,235.70,BE-17037,12:10:07
17038,2025-08-18,L003,424.05,38.55,385.50,BE-17038,12:03:45
17039,2025-08-18,L003,25.69,2.34,23.35,BE-17039,10:00:26
17040,2025-08-18,L003,510.63,46.42,464.21,BE-17040,14:38:39
17041,2025-08-18,L003,460.44,41.86,418.58,BE-17041,18:56:42
17042,2025-08-18,L003,188.46,17.13,171.33,BE-17042,20:22:44
17043,2025-08-19,L001,173.15,15.74,157.41,BE-17043,13:31:11
17044,2025-08-19,L001,399.74,36.34,363.40,BE-17044,18:55:14
17045,2025-08-19,L001,282.79,25.71,257.08,BE-17045,19:13:00
17046,2025-08-19,L002,337.91,30.72,307.19,BE-17046,16:19:52
17047,2025-08-19,L002,79.71,7.25,72.46,BE-17047,13:36:57
17048,2025-08-19,L002,200.29,18.21,182.08,BE-17048,21:19:31
17049,2025-08-19,L002,504.43,45.86,458.57,BE-17049,21:49:25
17050,2025-08-19,L003,24.31,2.21,22.10,BE-17050,13:41:56
17051,2025-08-19,L003,79.96,7.27,72.69,BE-17051,20:23:19
17052,2025-08-20,L001,164.31,14.94,149.37,BE-17052,17:21:18
17053,2025-08-20,L001,453.04,41.19,411.85,BE-17053,14:07:04
17054,2025-08-20,L002,483.20,43.93,439.27,BE-17054,14:04:51
17055,2025-08-20,L002,175.44,15.95,159.49,BE-17055,11:03:43
17056,2025-08-20,L003,292.83,26.62,266.21,BE-17056,12:31:21
17057,2025-08-21,L001,284.19,25.84,258.35,BE-17057,12:23:34
17058,2025-08-21,L001,549.76,49.98,499.78,BE-17058,20:46:52
17059,2025-08-21,L001,422.36,38.40,383.96,BE-17059,11:55:11
17060,2025-08-21,L001,494.59,44.96,449.63,BE-17060,21:56:31
17061,2025-08-21,L001,458.50,41.68,416.82,BE-17061,18:48:55
17062,2025-08-21,L002,82.78,7.53,75.25,BE-17062,17:25:44
17063,2025-08-21,L002,215.80,19.62,196.18,BE-17063,20:23:29
17064,2025-08-22,L001,52.94,4.81,48.13,BE-17064,16:06:06
17065,2025-08-22,L001,493.75,44.89,448.86,BE-17065,10:53:11
17066,2025-08-22,L001,47.23,4.29,42.94,BE-17066,21:32:19
17067,2025-08-22,L001,502.24,45.66,456.58,BE-17067,19:47:16
17068,2025-08-22,L001,453.89,41.26,412.63,BE-17068,16:20:16
17069,2025-08-22,L002,346.13,31.47,314.66,BE-17069,10:59:40
17070,2025-08-22,L002,411.77,37.43,374.34,BE-17070,10:39:30
17071,2025-08-22,L003,25.32,2.30,23.02,BE-17071,17:51:03
17072,2025-08-22,L003,466.51,42.41,424.10,BE-17072,21:22:02
17073,2025-08-23,L001,325.75,29.61,296.14,BE-17073,13:25:25
17074,2025-08-23,L001,500.34,45.49,454.85,BE-17074,11:03:10
17075,2025-08-23,L001,23.68,2.15,21.53,BE-17075,11:25:58
17076,2025-08-23,L001,506.84,46.08,460.76,BE-17076,17:28:21
17077,2025-08-23,L001,54.11,4.92,49.19,BE-17077,17:13:22
17078,2025-08-23,L002,96.64,8.79,87.85,BE-17078,16:19:28
17079,2025-08-23,L003,114.76,10.43,104.33,BE-17079,10:46:12
17080,2025-08-23,L003,303.84,27.62,276.22,BE-17080,10:04:06
17081,2025-08-23,L003,316.94,28.81,288.13,BE-17081,10:51:25
17082,2025-08-24,L001,292.14,26.56,265.58,BE-17082,14:00:33
17083,2025-08-24,L001,128.37,11.67,116.70,BE-17083,12:10:56
17084,2025-08-24,L001,85.30,7.75,77.55,BE-17084,19:49:29
17085,2025-08-24,L001,476.19,43.29,432.90,BE-17085,15:31:43
17086,2025-08-24,L001,377.43,34.31,343.12,BE-17086,21:27:06
17087,2025-08-24,L002,545.51,49.59,495.92,BE-17087,13:01:15
17088,2025-08-24,L002,369.28,33.57,335.71,BE-17088,14:03:48
17089,2025-08-24,L002,102.96,9.36,93.60,BE-17089,11:23:44
17090,2025-08-24,L002,372.28,33.84,338.44,BE-17090,21:26:15
17091,2025-08-24,L002,88.09,8.01,80.08,BE-17091,11:22:11
17092,2025-08-24,L003,320.62,29.15,291.47,BE-17092,20:15:59
17093,2025-08-24,L003,41.49,3.77,37.72,BE-17093,11:55:01
17094,2025-08-24,L003,142.63,12.97,129.66,BE-17094,13:54:39
17095,2025-08-25,L001,373.00,33.91,339.09,BE-17095,12:55:17
17096,2025-08-25,L001,494.99,45.00,449.99,BE-17096,19:41:26
17097,2025-08-25,L001,392.88,35.72,357.16,BE-17097,15:13:26
17098,2025-08-25,L001,140.51,12.77,127.74,BE-17098,21:21:04
17099,2025-08-27,L001,543.20,49.38,493.82,BE-17099,16:26:49
17100,2025-08-27,L001,135.64,12.33,123.31,BE-17100,11:51:53
17101,2025-08-27,L001,468.15,42.56,425.59,BE-17101,14:43:03
17102,2025-08-27,L001,516.71,46.97,469.74,BE-17102,17:21:20
17103,2025-08-27,L001,237.40,21.58,215.82,BE-17103,16:39:53
17104,2025-08-27,L002,145.07,13.19,131.88,BE-17104,20:43:03
17105,2025-08-27,L002,374.52,34.05,340.47,BE-17105,14:22:34
17106,2025-08-27,L002,412.94,37.54,375.40,BE-17106,15:26:58
17107,2025-08-27,L002,199.46,18.13,181.33,BE-17107,16:09:45
17108,2025-08-27,L003,468.81,42.62,426.19,BE-17108,21:05:41
17109,2025-08-27,L003,119.20,10.84,108.36,BE-17109,19:52:31
17110,2025-08-27,L003,137.36,12.49,124.87,BE-17110,16:34:41
17111,2025-08-27,L003,298.08,27.10,270.98,BE-17111,20:08:20
17112,2025-08-27,L003,403.58,36.69,366.89,BE-17112,17:15:36
17113,2025-08-28,L001,121.72,11.07,110.65,BE-17113,15:30:26
17114,2025-08-28,L001,448.64,40.79,407.85,BE-17114,10:12:12
17115,2025-08-28,L002,78.68,7.15,71.53,BE-17115,19:10:53
17116,2025-08-28,L002,312.52,28.41,284.11,BE-17116,11:28:31
17117,2025-08-28,L002,39.26,3.57,35.69,BE-17117,16:19:00
17118,2025-08-28,L002,264.24,24.02,240.22,BE-17118,20:12:29
17119,2025-08-28,L003,34.98,3.18,31.80,BE-17119,18:49:58
17120,2025-08-28,L003,231.90,21.08,210.82,BE-17120,19:15:31
17121,2025-08-28,L003,131.86,11.99,119.87,BE-17121,11:53:05
17122,2025-08-29,L001,100.39,9.13,91.26,BE-17122,14:48:07
17123,2025-08-29,L001,115.58,10.51,105.07,BE-17123,20:37:19
17124,2025-08-29,L002,381.90,34.72,347.18,BE-17124,21:38:35
17125,2025-08-29,L002,276.37,25.12,251.25,BE-17125,11:38:40
17126,2025-08-29,L002,364.84,33.17,331.67,BE-17126,21:22:55
17127,2025-08-29,L003,445.92,40.54,405.38,BE-17127,18:50:40
17128,2025-08-29,L003,450.35,40.94,409.41,BE-17128,13:34:36
17129,2025-08-29,L003,140.06,12.73,127.33,BE-17129,14:10:10
17130,2025-08-30,L001,26.94,2.45,24.49,BE-17130,19:18:12
17131,2025-08-30,L001,306.94,27.90,279.04,BE-17131,12:41:35
17132,2025-08-30,L002,192.47,17.50,174.97,BE-17132,10:42:18
17133,2025-08-30,L002,149.87,13.62,136.25,BE-17133,15:43:38
17134,2025-08-30,L002,385.74,35.07,350.67,BE-17134,11:41:33
17135,2025-08-30,L003,422.32,38.39,383.93,BE-17135,17:56:52
17136,2025-08-30,L003,124.07,11.28,112.79,BE-17136,21:03:10
17137,2025-08-30,L003,40.63,3.69,36.94,BE-17137,12:57:31
17138,2025-08-31,L001,462.69,42.06,420.63,BE-17138,19:56:15
17139,2025-08-31,L001,56.33,5.12,51.21,BE-17139,14:37:09
17140,2025-08-31,L001,350.65,31.88,318.77,BE-17140,13:05:23
17141,2025-08-31,L001,268.52,24.41,244.11,BE-17141,14:48:52
17142,2025-08-31,L002,357.31,32.48,324.83,BE-17142,21:42:21
17143,2025-08-31,L002,61.35,5.58,55.77,BE-17143,16:22:51
17144,2025-08-31,L003,42.02,3.82,38.20,BE-17144,16:34:04
17145,2025-08-31,L003,130.48,11.86,118.62,BE-17145,10:57:27
17146,2025-09-01,L001,398.42,36.22,362.20,BE-17146,14:57:52
17147,2025-09-01,L001,149.45,13.59,135.86,BE-17147,17:18:24
17148,2025-09-01,L001,484.43,44.04,440.39,BE-17148,15:04:11
17149,2025-09-01,L001,228.90,20.81,208.09,BE-17149,21:09:34
17150,2025-09-01,L002,284.87,25.90,258.97,BE-17150,18:25:02
17151,2025-09-01,L002,140.81,12.80,128.01,BE-17151,10:16:56
17152,2025-09-01,L002,439.54,39.96,399.58,BE-17152,20:44:00
17153,2025-09-01,L002,249.29,22.66,226.63,BE-17153,20:35:57
17154,2025-09-01,L002,224.66,20.42,204.24,BE-17154,14:05:31
17155,2025-09-01,L003,162.39,14.76,147.63,BE-17155,15:36:05
17156,2025-09-01,L003,216.12,19.65,196.47,BE-17156,15:18:18
17157,2025-09-01,L003,496.16,45.11,451.05,BE-17157,12:01:22
17158,2025-09-02,L001,51.01,4.64,46.37,BE-17158,17:18:15
17159,2025-09-02,L001,426.45,38.77,387.68,BE-17159,10:12:09
17160,2025-09-02,L001,465.09,42.28,422.81,BE-17160,12:38:49
17161,2025-09-02,L001,204.92,18.63,186.29,BE-17161,18:16:07
17162,2025-09-02,L002,157.39,14.31,143.08,BE-17162,10:59:33
17163,2025-09-02,L003,471.57,42.87,428.70,BE-17163,16:02:55
17164,2025-09-02,L003,479.42,43.58,435.84,BE-17164,12:09:40
17165,2025-09-02,L003,413.26,37.57,375.69,BE-17165,15:28:04
17166,2025-09-02,L003,176.34,16.03,160.31,BE-17166,15:35:41
17167,2025-09-03,L001,109.56,9.96,99.60,BE-17167,10:29:25
17168,2025-09-03,L001,482.13,43.83,438.30,BE-17168,17:13:33
17169,2025-09-03,L001,508.94,46.27,462.67,BE-17169,10:31:53
17170,2025-09-03,L001,417.99,38.00,379.99,BE-17170,21:17:22
17171,2025-09-03,L001,336.26,30.57,305.69,BE-17171,15:56:46
17172,2025-09-03,L002,274.02,24.91,249.11,BE-17172,15:45:42
17173,2025-09-03,L002,361.34,32.85,328.49,BE-17173,21:14:04
17174,2025-09-04,L002,194.80,17.71,177.09,BE-17174,14:48:54
17175,2025-09-04,L002,116.25,10.57,105.68,BE-17175,21:40:42
17176,2025-09-04,L002,61.09,5.55,55.54,BE-17176,17:19:44
17177,2025-09-04,L002,217.26,19.75,197.51,BE-17177,19:34:56
17178,2025-09-04,L002,353.50,32.14,321.36,BE-17178,15:26:02
17179,2025-09-04,L003,287.31,26.12,261.19,BE-17179,17:36:34
17180,2025-09-05,L001,547.54,49.78,497.76,BE-17180,21:24:10
17181,2025-09-05,L001,419.02,38.09,380.93,BE-17181,15:28:16
17182,2025-09-05,L001,203.51,18.50,185.01,BE-17182,10:58:30
17183,2025-09-05,L001,246.62,22.42,224.20,BE-17183,14:59:57
17184,2025-09-05,L001,508.97,46.27,462.70,BE-17184,16:39:29
17185,2025-09-05,L002,423.42,38.49,384.93,BE-17185,14:47:48
17186,2025-09-05,L002,91.05,8.28,82.77,BE-17186,12:48:11
17187,2025-09-05,L002,538.90,48.99,489.91,BE-17187,15:08:06
17188,2025-09-05,L002,489.85,44.53,445.32,BE-17188,11:18:28
17189,2025-09-05,L003,366.73,33.34,333.39,BE-17189,14:44:57
17190,2025-09-05,L003,292.28,26.57,265.71,BE-17190,11:08:40
17191,2025-09-05,L003,547.29,49.75,497.54,BE-17191,10:06:37
17192,2025-09-05,L003,382.29,34.75,347.54,BE-17192,13:15:33
17193,2025-09-06,L001,107.67,9.79,97.88,BE-17193,20:03:50
17194,2025-09-06,L001,506.06,46.01,460.05,BE-17194,17:45:31
17195,2025-09-06,L001,224.21,20.38,203.83,BE-17195,11:01:14
17196,2025-09-06,L003,345.68,31.43,314.25,BE-17196,18:27:18
17197,2025-09-07,L001,212.58,19.33,193.25,BE-17197,10:36:04
17198,2025-09-07,L001,210.69,19.15,191.54,BE-17198,17:58:22
17199,2025-09-07,L001,40.11,3.65,36.46,BE-17199,15:59:35
17200,2025-09-07,L001,357.30,32.48,324.82,BE-17200,11:42:54
17201,2025-09-07,L001,191.90,17.45,174.45,BE-17201,13:12:02
17202,2025-09-07,L002,496.35,45.12,451.23,BE-17202,17:20:27
17203,2025-09-07,L003,179.75,16.34,163.41,BE-17203,18:47:10
17204,2025-09-07,L003,214.93,19.54,195.39,BE-17204,14:27:12
17205,2025-09-07,L003,520.85,47.35,473.50,BE-17205,13:20:37
17206,2025-09-07,L003,491.40,44.67,446.73,BE-17206,20:01:07
17207,2025-09-08,L001,400.95,36.45,364.50,BE-17207,12:10:34
17208,2025-09-08,L001,224.13,20.38,203.75,BE-17208,17:32:19
17209,2025-09-08,L001,430.11,39.10,391.01,BE-17209,18:33:27
17210,2025-09-08,L001,91.23,8.29,82.94,BE-17210,13:28:38
17211,2025-09-08,L003,519.70,47.25,472.45,BE-17211,20:48:18
17212,2025-09-08,L003,504.56,45.87,458.69,BE-17212,17:08:03
17213,2025-09-09,L001,280.54,25.50,255.04,BE-17213,21:19:00
17214,2025-09-09,L001,461.34,41.94,419.40,BE-17214,20:28:38
17215,2025-09-09,L002,41.43,3.77,37.66,BE-17215,13:35:25
17216,2025-09-09,L003,324.28,29.48,294.80,BE-17216,13:28:37
17217,2025-09-09,L003,549.09,49.92,499.17,BE-17217,21:07:50
17218,2025-09-09,L003,359.63,32.69,326.94,BE-17218,12:19:38
17219,2025-09-10,L001,313.91,28.54,285.37,BE-17219,14:30:57
17220,2025-09-10,L001,409.38,37.22,372.16,BE-17220,17:04:51
17221,2025-09-10,L001,290.34,26.39,263.95,BE-17221,18:16:17
17222,2025-09-10,L002,26.10,2.37,23.73,BE-17222,20:54:07
17223,2025-09-10,L002,430.90,39.17,391.73,BE-17223,21:11:26
17224,2025-09-10,L002,212.70,19.34,193.36,BE-17224,20:57:07
17225,2025-09-10,L002,155.90,14.17,141.73,BE-17225,17:39:46
17226,2025-09-10,L002,372.26,33.84,338.42,BE-17226,21:40:56
17227,2025-09-10,L003,68.60,6.24,62.36,BE-17227,14:24:28
17228,2025-09-10,L003,63.58,5.78,57.80,BE-17228,12:16:08
17229,2025-09-10,L003,51.06,4.64,46.42,BE-17229,12:23:41
17230,2025-09-10,L003,524.89,47.72,477.17,BE-17230,21:55:34
17231,2025-09-11,L001,114.94,10.45,104.49,BE-17231,14:13:20
17232,2025-09-11,L001,336.24,30.57,305.67,BE-17232,15:36:05
17233,2025-09-11,L001,71.55,6.50,65.05,BE-17233,12:55:26
17234,2025-09-11,L002,377.85,34.35,343.50,BE-17234,12:24:54
17235,2025-09-11,L002,494.34,44.94,449.40,BE-17235,18:07:47
17236,2025-09-11,L002,181.92,16.54,165.38,BE-17236,17:24:31
17237,2025-09-11,L002,117.95,10.72,107.23,BE-17237,12:32:53
17238,2025-09-11,L002,366.71,33.34,333.37,BE-17238,14:00:24
17239,2025-09-11,L003,408.35,37.12,371.23,BE-17239,15:04:45
17240,2025-09-12,L001,381.22,34.66,346.56,BE-17240,10:38:24
17241,2025-09-12,L002,51.65,4.70,46.95,BE-17241,20:46:09
17242,2025-09-13,L001,324.95,29.54,295.41,BE-17242,16:14:04
17243,2025-09-13,L001,451.40,41.04,410.36,BE-17243,12:08:02
17244,2025-09-13,L003,130.68,11.88,118.80,BE-17244,16:54:50
17245,2025-09-14,L001,231.02,21.00,210.02,BE-17245,18:26:13
17246,2025-09-14,L001,96.84,8.80,88.04,BE-17246,10:56:46
17247,2025-09-14,L001,385.97,35.09,350.88,BE-17247,16:27:38
17248,2025-09-14,L001,219.81,19.98,199.83,BE-17248,20:15:49
17249,2025-09-14,L002,31.61,2.87,28.74,BE-17249,10:59:55
17250,2025-09-14,L002,128.73,11.70,117.03,BE-17250,11:51:01
17251,2025-09-14,L002,259.93,23.63,236.30,BE-17251,19:49:44
17252,2025-09-14,L002,528.40,48.04,480.36,BE-17252,16:16:04
17253,2025-09-14,L002,178.86,16.26,162.60,BE-17253,21:48:57
17254,2025-09-14,L003,515.24,46.84,468.40,BE-17254,18:11:07
17255,2025-09-15,L002,42.21,3.84,38.37,BE-17255,14:32:37
17256,2025-09-15,L003,315.34,28.67,286.67,BE-17256,11:35:40
17257,2025-09-16,L002,503.35,45.76,457.59,BE-17257,12:28:18
17258,2025-09-16,L002,114.22,10.38,103.84,BE-17258,14:31:15
